file_name,d1p,d1v,d2p,d2v,d3p,d3v,file_name_with_attributes
ToyTrain/test/section_05_0171.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0013_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0172.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0028_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0173.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0022_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0174.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0025_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0175.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0029_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0176.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0018_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0177.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0004_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0178.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0033_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0179.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0024_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0180.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0009_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0181.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0011_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0182.wav,car,H1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0041_car_H1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0183.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0033_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0184.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0033_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0185.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0018_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0186.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0023_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0187.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0021_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0188.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0025_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0189.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0045_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0190.wav,car,F1,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0007_car_F1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0191.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0013_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0192.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0017_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0193.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0041_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0194.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0019_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0195.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0015_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0196.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0042_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0197.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0046_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0198.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0002_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0199.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0004_car_F2_spd_9_mic_1_noise_6.wav
